name,age,gender,relationship_status,region,hair_colour,eye_colour,height(cm)
Steven Caine,107,M,Married,Europe,Blonde,Brown,182
Kyra Firth,84,F,Divorced,North America,Red,Blue,176
Jess Shipman,103,F,Divorced,North America,Blonde,Brown,187
Lewis Brown,19,M,Married,Asia,Bald,Grey,193
Karen Hinch,26,F,Divorced,Europe,Bald,Brown,184
Lee Stallard,54,M,Divorced,Africa,Bald,Brown,168
Steven Hufford,101,M,Divorced,Africa,Black,Brown,159
Leo Hufford,17,M,Married,Europe,Black,Blue,187
Leo Firth,96,M,Divorced,Africa,Grey,Blue,194
Karen Brown,104,F,Married,Africa,Grey,Green,187
Aubrey Pinkman,113,M,Divorced,Asia,Grey,Grey,169
Leo Baldwin,99,M,Married,Oceania,Black,Green,159
Ronald White,44,M,Single,Europe,Black,Brown,161
Daniel Pinkman,66,M,Divorced,South America,Blonde,Green,177
Lucille Walker,33,F,Married,Europe,Grey,Brown,153
Matthew Hufford,91,M,Single,North America,Bald,Brown,196
Kenny Caine,46,M,Married,Oceania,Black,Green,195
Kyle Caine,37,M,Divorced,South America,Bald,Green,195
Ella Smith,112,F,Married,Africa,Grey,Brown,177
Ryan Daniels,102,M,Divorced,Oceania,Grey,Brown,191
Lewis Caine,36,M,Single,Europe,Grey,Grey,167
Laura Shipman,86,F,Divorced,Europe,Blonde,Grey,181
Jackie Mcgill,57,F,Divorced,Africa,Black,Grey,171
James Shipman,16,M,Married,Asia,Red,Blue,174
Rebecca Lee,30,F,Divorced,Asia,Grey,Grey,187
Jane Marsden,115,F,Married,Europe,Blonde,Grey,166
Ryan Clark,93,M,Married,Asia,Red,Blue,158
Daniel Stallard,113,M,Married,Africa,Red,Brown,182
Eric Daniels,104,M,Married,Oceania,Blonde,Brown,160
Robert James,48,M,Married,Europe,Blonde,Green,163
Lisa Nguyen,112,F,Married,Africa,Bald,Brown,143
Jackie Lee,22,F,Divorced,Africa,Blonde,Grey,181
Allison Stallard,73,F,Single,Oceania,Grey,Grey,163
Jane Potts,41,F,Divorced,North America,Bald,Grey,183
Jane Arnold,41,F,Single,Oceania,Blonde,Green,184
John Arnold,79,M,Divorced,Asia,Bald,Green,195
Jade Hufford,48,F,Single,Oceania,Grey,Brown,156
Adam Stallard,116,M,Married,Oceania,Bald,Grey,158
Julie Hufford,90,F,Single,Asia,Blonde,Blue,164
Fiona Shipman,30,F,Married,Oceania,Black,Grey,185
Alexa Walker,93,F,Married,Oceania,Black,Blue,143
Hollie Beneke,96,F,Married,South America,Bald,Green,173
Kyle James,49,M,Single,Europe,Red,Brown,159
Sylvia Clark,43,F,Divorced,Oceania,Bald,Blue,176
Ethan Caine,63,M,Divorced,North America,Bald,Brown,176
Daniel Smith,105,M,Single,Oceania,Blonde,Green,190
Laura Stallard,101,F,Married,Oceania,Blonde,Grey,157
Hayley Smith,32,F,Divorced,Africa,Blonde,Blue,170
Elisa Hufford,49,F,Single,North America,Red,Brown,169
Sylvia Potts,40,F,Single,Europe,Grey,Brown,146
Leo Lee,30,M,Married,Africa,Blonde,Green,158
Hayley Nguyen,74,F,Divorced,North America,Red,Grey,165
Robert James,66,M,Single,Asia,Red,Blue,161
Eric Clark,73,M,Divorced,North America,Black,Grey,187
Jane Caine,32,F,Single,South America,Blonde,Blue,168
Anthony Potts,30,M,Divorced,North America,Red,Green,185
Robert Smith,97,M,Married,Asia,Black,Green,185
Fiona Gosling,42,F,Single,South America,Black,Blue,154
Lee Gosling,43,M,Divorced,Asia,Blonde,Green,177
Stan James,29,M,Married,South America,Red,Brown,185
Daniel Caine,86,M,Single,Europe,Grey,Blue,161
Sylvia White,43,F,Married,Oceania,Red,Green,178
Beth Smith,19,F,Divorced,Europe,Red,Brown,150
Kenny Anderson,22,M,Single,South America,Black,Brown,174
Ken White,73,M,Single,North America,Black,Blue,187
Ryan Daniels,19,M,Divorced,Oceania,Red,Green,190
Jenny White,83,F,Married,Oceania,Bald,Blue,173
Beth Daniels,22,F,Single,South America,Black,Grey,151
Ken Hufford,106,M,Divorced,North America,Bald,Green,160
Leo Lee,106,M,Divorced,Asia,Grey,Grey,171
Matthew Hinch,86,M,Single,North America,Black,Blue,165
Kenny Caine,100,M,Single,Asia,Grey,Green,175
Ken Jacques,64,M,Divorced,Oceania,Bald,Grey,158
Allison Stallard,19,F,Divorced,Africa,Bald,Blue,173
Taylor Marsden,36,F,Divorced,North America,Blonde,Grey,146
Ethan Firth,25,M,Single,South America,Blonde,Blue,186
Jane Nguyen,92,F,Married,Europe,Red,Grey,188
James Nguyen,91,M,Single,Oceania,Blonde,Brown,181
Lucille White,17,F,Divorced,Africa,Black,Green,150
Lisa Smith,85,F,Divorced,Africa,Red,Blue,143
Taylor Gosling,30,F,Single,Asia,Red,Grey,154
Ken Smith,69,M,Married,Oceania,Red,Grey,180
Jeff Arnold,72,M,Married,Oceania,Blonde,Brown,187
Alex Shipman,52,M,Single,Africa,Blonde,Blue,196
Eric Baldwin,39,M,Married,Asia,Bald,Brown,188
Ryan Hinch,67,M,Single,Africa,Blonde,Blue,157
Hollie Anderson,75,F,Divorced,North America,Bald,Grey,156
Ella Anderson,45,F,Divorced,Oceania,Grey,Grey,186
Matthew Clark,85,M,Single,South America,Black,Green,160
Kenny Mcgill,64,M,Single,Africa,Blonde,Blue,173
Adam Gosling,78,M,Married,Asia,Grey,Grey,173
Ryan Pinkman,95,M,Divorced,Oceania,Black,Blue,174
Jess Gosling,91,F,Divorced,North America,Blonde,Blue,184
Ronald Caine,28,M,Divorced,Europe,Red,Brown,175
Steven Brown,68,M,Divorced,South America,Black,Grey,157
Rebecca Jacques,98,F,Married,Oceania,Blonde,Brown,149
Ken Beneke,111,M,Married,South America,Bald,Green,194
Fiona Anderson,42,F,Single,Europe,Blonde,Grey,177
Phoebe Shipman,57,F,Married,Africa,Grey,Brown,169
Ben Jacques,88,M,Divorced,South America,Black,Green,188
Matthew Potts,98,M,Divorced,Europe,Bald,Green,158
Ken Mcgill,54,/,Single,North America,Blonde,Green,149
Betty Daniels,98,F,Single,Europe,Black,Green,174
Hayley Anderson,66,F,Married,Europe,Bald,Brown,155
Kyra Marsden,69,F,Single,Europe,Blonde,Green,150
Betty Shipman,87,F,Married,Africa,Bald,Grey,142
Jess Clark,93,F,Married,Africa,Blonde,Green,160
James Firth,75,M,Married,Oceania,Red,Grey,158
Jane Clark,52,F,Divorced,South America,Grey,Grey,156
John Pinkman,74,M,Divorced,Oceania,Bald,Brown,167
Karen Mcgill,20,F,Divorced,Europe,Blonde,Blue,158
Alexa Beneke,80,F,Divorced,Oceania,Grey,Brown,162
Allison Pinkman,41,F,Divorced,Asia,Blonde,Grey,149
Aubrey Smith,60,M,Single,Oceania,Grey,Grey,176
Lewis Walker,20,M,Single,Europe,Black,Green,181
Laura Clark,35,F,Divorced,Asia,Black,Green,150
Jess Jacques,27,F,Single,Asia,Red,Green,169
Stan Gosling,80,M,Divorced,Oceania,Bald,Blue,177
Jenny White,48,F,Married,Africa,Black,Blue,188
Jeff Smith,64,M,Divorced,South America,Blonde,Grey,157
Jade Mcgill,62,F,Single,Europe,Black,Brown,169
Ben Anderson,35,M,Married,Africa,Red,Green,176
Jeff Caine,81,M,Divorced,Africa,Blonde,Green,162
John Shipman,57,M,Single,South America,Grey,Green,189
Jess Walker,92,F,Married,South America,Bald,Blue,167
James Nguyen,103,M,Divorced,South America,Grey,Grey,157
Lisa Firth,81,F,Divorced,Africa,Blonde,Brown,171
Lewis Pinkman,41,M,Divorced,Europe,Grey,Brown,187
Kyle Smith,111,M,Married,South America,Blonde,Green,183
Kyle Daniels,113,M,Divorced,South America,Grey,Grey,196
Phoebe Lee,82,F,Married,South America,Blonde,Brown,155
Betty James,93,F,Divorced,Oceania,Bald,Green,145
Ethan Potts,39,M,Divorced,Europe,Blonde,Blue,193
Jenny Anderson,43,F,Single,South America,Blonde,Brown,181
Jackie Lee,97,F,Divorced,Oceania,Bald,Grey,179
Fiona Mcgill,98,F,Single,North America,Bald,Green,143
John Caine,62,M,Divorced,Europe,Bald,Blue,188
Adam Baldwin,41,M,Single,South America,Black,Grey,189
Jess Jacques,29,F,Divorced,North America,Red,Blue,174
Rebecca Walker,43,F,Single,Asia,Bald,Blue,171
Taylor Brown,27,F,Divorced,Africa,Bald,Grey,154
Hollie Lee,56,F,Married,Africa,Blonde,Green,165
Kenny Shipman,52,M,Married,Europe,Blonde,Grey,170
Aubrey Stallard,29,M,Divorced,Europe,Bald,Green,158
Karen Baldwin,55,F,Single,Africa,Grey,Blue,144
Anthony Brown,86,M,Married,Africa,Bald,Grey,186
Phoebe Arnold,48,F,Married,Oceania,Bald,Green,176
Reena Brown,61,F,Divorced,Oceania,Bald,Blue,178
Matthew Mcgill,56,M,Divorced,North America,Bald,Green,189
Laura Daniels,65,F,Single,South America,Grey,Green,158
Sylvia Beneke,37,F,Divorced,North America,Black,Green,154
John Marsden,86,M,Divorced,Europe,Grey,Blue,189
Fiona Caine,47,F,Single,Asia,Grey,Grey,178
John Daniels,109,M,Married,North America,Grey,Grey,182
Jackie Baldwin,81,F,Married,Africa,Blonde,Blue,164
Elisa Marsden,27,F,Single,North America,Black,Green,161
Jane Pinkman,28,F,Divorced,Asia,Blonde,Grey,157
Hollie Marsden,17,F,Single,South America,Blonde,Grey,161
Kenny Gosling,54,M,Divorced,Oceania,Blonde,Grey,183
Alex Daniels,16,/,Divorced,Europe,Black,Grey,191
Adam Clark,65,M,Single,Oceania,Bald,Green,178
Kyra Baldwin,83,F,Married,Africa,Grey,Blue,183
Karen Smith,76,F,Divorced,Asia,Grey,Green,162
Jane Nguyen,74,F,Married,Asia,Bald,Green,180
Beth Brown,113,F,Married,Africa,Black,Blue,170
Reena Hufford,83,F,Single,Asia,Grey,Grey,155
Eric Marsden,55,M,Divorced,Asia,Bald,Grey,196
Lucille Marsden,65,F,Single,Europe,Bald,Blue,180
Lee Mcgill,41,M,Divorced,Oceania,Red,Brown,166
Ken Gosling,64,M,Single,North America,Grey,Green,164
Kyra Hinch,51,F,Single,Oceania,Black,Grey,152
Betty Firth,56,F,Married,Europe,Blonde,Brown,174
Luke Firth,84,M,Single,Asia,Black,Blue,190
Adam Pinkman,33,M,Single,Africa,Bald,Green,168
Karen Pinkman,29,F,Single,Oceania,Bald,Blue,187
Jade Daniels,112,F,Divorced,Oceania,Black,Brown,178
David Clark,45,M,Single,South America,Black,Brown,185
Daniel Caine,55,M,Divorced,Europe,Red,Blue,178
Elisa Stallard,78,F,Single,Asia,Blonde,Grey,153
Robert Mcgill,57,M,Single,North America,Bald,Grey,166
Kenny Anderson,70,M,Single,South America,Red,Green,165
Alex Anderson,26,M,Married,Oceania,Red,Brown,174
Julie Firth,31,F,Married,Asia,Black,Blue,167
Robert Gosling,36,M,Married,Oceania,Red,Blue,186
Lewis White,41,M,Divorced,South America,Bald,Grey,187
Beth Baldwin,91,F,Divorced,Asia,Black,Grey,184
John Potts,81,M,Divorced,Oceania,Red,Blue,171
Ken Firth,47,M,Divorced,North America,Grey,Blue,185
Fiona Anderson,61,F,Single,Oceania,Bald,Green,149
Ben Smith,66,M,Divorced,North America,Blonde,Grey,182
Adam White,40,M,Divorced,Africa,Bald,Green,172
Elisa Hinch,45,F,Divorced,Africa,Black,Grey,178
Ken Beneke,96,M,Single,Asia,Grey,Green,169
Stan James,97,M,Divorced,South America,Bald,Blue,177
Beth Smith,45,F,Single,South America,Red,Blue,163
Allison James,47,F,Married,Asia,Blonde,Grey,154
Laura Baldwin,114,F,Divorced,North America,Blonde,Brown,174
Allison Clark,70,F,Single,South America,Grey,Green,165
Lee Jacques,103,M,Married,Africa,Red,Green,173
Sylvia Pinkman,20,F,Single,Oceania,Grey,Grey,175
Kenny Daniels,67,M,Married,Oceania,Red,Blue,175
Steven Caine,38,/,Single,Europe,Blonde,Blue,187
Jeff Stallard,95,M,Single,Europe,Bald,Green,179
Lisa Mcgill,22,F,Divorced,Asia,Bald,Green,177
Beth Gosling,80,F,Single,Africa,Bald,Green,167
David Lee,94,M,Married,North America,Blonde,Green,184
Jenny Anderson,108,F,Married,Europe,Bald,Brown,144
Lisa Smith,30,F,Married,Europe,Black,Blue,184
Ethan Daniels,79,M,Married,North America,Black,Grey,174
Adam Brown,69,M,Single,Oceania,Red,Blue,172
Kyra Hinch,71,F,Married,North America,Bald,Brown,156
Lucille White,45,F,Divorced,Oceania,Red,Blue,169
Lewis Smith,57,M,Divorced,Africa,Blonde,Brown,183
Julie Arnold,62,F,Single,Europe,Bald,Grey,173
Ella Jacques,43,F,Divorced,Europe,Blonde,Grey,174
Laura Caine,62,F,Divorced,Africa,Grey,Grey,144
Beth Daniels,107,F,Single,Europe,Bald,Grey,179
Betty James,86,F,Single,Asia,Red,Green,165
Sylvia Mcgill,91,F,Single,Asia,Blonde,Brown,171
Sylvia Marsden,99,F,Single,Europe,Bald,Blue,154
Hayley Mcgill,81,F,Single,South America,Black,Blue,154
Ben James,104,M,Single,Africa,Black,Brown,167
David Jacques,53,M,Single,Asia,Blonde,Green,191
Luke Caine,89,M,Married,South America,Black,Brown,169
Jenny Anderson,113,F,Divorced,Oceania,Grey,Brown,173
Phoebe Beneke,72,F,Married,Africa,Black,Green,176
Anthony Nguyen,47,M,Divorced,South America,Black,Grey,174
Ryan Pinkman,88,M,Divorced,Europe,Grey,Blue,168
Aubrey Potts,19,M,Married,Asia,Grey,Blue,166
Rebecca Hufford,65,F,Divorced,Asia,Grey,Grey,145
Phoebe Mcgill,34,F,Divorced,Oceania,Bald,Brown,162
Fiona Clark,93,F,Married,Africa,Bald,Grey,185
Julie Lee,74,F,Divorced,North America,Red,Grey,168
Jackie Jacques,67,F,Single,Africa,Red,Grey,187
Ken Potts,102,M,Single,Asia,Black,Grey,189
Jess James,61,F,Single,South America,Bald,Brown,166
Kyra Gosling,116,F,Divorced,Oceania,Red,Green,161
Reena Daniels,22,F,Divorced,Africa,Red,Grey,158
Jenny Clark,23,F,Divorced,Oceania,Bald,Grey,142
Jenny Brown,80,F,Single,Africa,Blonde,Green,142
Daniel Mcgill,111,M,Single,North America,Black,Brown,189
Rebecca Arnold,106,F,Single,Asia,Bald,Grey,172
Adam Mcgill,99,M,Divorced,Oceania,Red,Brown,193
Ben Jacques,23,M,Married,Oceania,Blonde,Brown,157
Anthony Marsden,76,M,Married,South America,Red,Brown,167
Jane Baldwin,89,F,Divorced,South America,Blonde,Grey,175
Lucille Shipman,27,F,Divorced,Africa,Red,Green,188
Ben Jacques,54,M,Single,South America,Red,Grey,177
Ethan Firth,70,M,Single,Europe,Bald,Grey,159
Jane Mcgill,66,F,Married,Europe,Bald,Brown,181
Ben Firth,37,M,Single,Asia,Blonde,Grey,192
Stan Beneke,16,M,Single,Asia,Blonde,Green,189
Ben Shipman,96,M,Single,South America,Black,Blue,157
Leo Mcgill,70,M,Single,Asia,Blonde,Brown,190
Fiona Beneke,116,F,Single,Asia,Bald,Grey,146
Jackie White,86,F,Single,Europe,Red,Green,162
Ben James,37,M,Single,Oceania,Blonde,Brown,164
Jane James,27,F,Married,Oceania,Red,Blue,151
Lucille Stallard,67,F,Divorced,South America,Red,Grey,152
Kyra Caine,48,F,Divorced,South America,Bald,Brown,164
Sylvia Gosling,106,F,Married,Europe,Red,Blue,168
Jenny Daniels,66,F,Married,North America,Red,Grey,184
Leo Nguyen,29,M,Divorced,Europe,Red,Brown,196
Jade Stallard,51,F,Divorced,Oceania,Grey,Brown,155
Jade Brown,85,F,Married,Africa,Black,Green,172
Lee Beneke,28,M,Married,North America,Bald,Green,182
Lee Stallard,85,M,Married,Europe,Grey,Grey,157
Rebecca Anderson,104,F,Single,Africa,Red,Green,159
Ronald James,47,M,Single,Africa,Black,Brown,159
Reena Arnold,40,F,Divorced,North America,Grey,Brown,152
Ryan Jacques,99,/,Single,Africa,Red,Brown,181
Rebecca Daniels,116,F,Single,Africa,Black,Grey,180
Aubrey Arnold,87,M,Married,North America,Red,Brown,162
Jade Arnold,81,F,Divorced,Africa,Red,Green,183
Sylvia Hinch,79,F,Married,Oceania,Red,Brown,169
James Arnold,65,M,Divorced,Oceania,Bald,Grey,190
Betty Potts,75,F,Divorced,Africa,Grey,Brown,187
Laura Stallard,80,F,Divorced,South America,Red,Grey,155
Elisa Walker,49,F,Single,Europe,Blonde,Blue,174
Phoebe Potts,110,F,Married,North America,Bald,Brown,177
Beth Firth,56,F,Single,Africa,Bald,Brown,182
Hollie Shipman,52,F,Married,Europe,Red,Brown,161
Karen Smith,51,F,Divorced,North America,Red,Brown,151
James Jacques,17,M,Married,Europe,Grey,Brown,176
Laura Brown,49,F,Married,Europe,Black,Blue,148
Kenny Potts,108,M,Divorced,Oceania,Bald,Green,194
David White,33,M,Married,Europe,Red,Grey,163
Adam Walker,98,M,Married,North America,Grey,Blue,166
Ben Potts,17,M,Single,South America,Red,Blue,196
Beth Smith,26,F,Divorced,South America,Blonde,Green,164
Ben James,34,M,Married,Europe,Grey,Brown,183
Ronald Arnold,69,M,Married,Oceania,Blonde,Brown,175
Lewis Mcgill,50,M,Divorced,Africa,Black,Grey,173
Laura Pinkman,31,F,Divorced,South America,Red,Grey,169
Matthew Nguyen,94,M,Single,Asia,Black,Blue,185
Anthony Beneke,96,M,Divorced,Oceania,Black,Blue,159
Alexa Nguyen,76,F,Single,Africa,Bald,Green,184
Fiona Smith,84,F,Single,North America,Grey,Green,164
Matthew Walker,58,M,Married,Oceania,Black,Green,184
Matthew Firth,60,/,Married,Oceania,Grey,Green,184
Betty James,24,F,Divorced,Europe,Bald,Brown,158
Fiona Anderson,51,F,Single,Oceania,Grey,Blue,178
Stan Daniels,23,M,Divorced,Oceania,Grey,Grey,194
Taylor Firth,83,F,Divorced,Europe,Blonde,Brown,180
Phoebe Caine,112,F,Married,South America,Grey,Brown,166
Leo Brown,79,M,Single,Africa,Grey,Grey,174
Laura Daniels,81,F,Single,North America,Grey,Blue,168
Stan Lee,116,/,Married,Asia,Grey,Grey,157
John Daniels,40,M,Divorced,South America,Red,Green,181
Jade Beneke,63,F,Married,North America,Black,Grey,142
Kyle Brown,97,M,Single,Africa,Red,Green,159
Jenny Clark,66,F,Married,South America,Red,Grey,176
Alexa Caine,56,F,Divorced,Europe,Blonde,Brown,178
Ryan Clark,18,M,Married,Oceania,Bald,Green,191
Beth Jacques,76,F,Married,Oceania,Grey,Blue,158
Steven Jacques,72,M,Married,Europe,Bald,Blue,186
Matthew Hinch,33,M,Married,Africa,Red,Green,181
Robert Mcgill,45,M,Married,South America,Red,Grey,161
Sylvia White,67,F,Divorced,South America,Red,Brown,158
Karen Firth,113,F,Married,Asia,Red,Blue,174
Hayley Shipman,69,F,Married,Oceania,Grey,Brown,181
Laura Anderson,23,F,Single,Asia,Blonde,Blue,166
Robert Baldwin,112,M,Single,South America,Blonde,Grey,173
John Daniels,61,M,Divorced,Africa,Bald,Grey,175
Jane Jacques,70,F,Divorced,Africa,Black,Brown,159
Kyra Hufford,65,F,Married,Europe,Grey,Brown,188
Kyle Mcgill,47,M,Divorced,Africa,Black,Grey,179
Adam Nguyen,73,M,Married,Europe,Grey,Grey,182
Karen Clark,112,F,Married,South America,Black,Grey,186
Ronald Beneke,112,M,Single,Asia,Bald,Brown,176
Lucille Daniels,108,F,Single,Oceania,Blonde,Brown,177
Luke White,22,M,Divorced,Africa,Blonde,Green,188
Phoebe Hufford,57,F,Married,North America,Bald,Blue,148
Jackie Shipman,63,F,Married,Oceania,Bald,Green,150
Leo Stallard,71,M,Married,North America,Blonde,Green,170
Phoebe Arnold,40,F,Divorced,Asia,Bald,Blue,170
Kyra James,61,F,Divorced,Asia,Blonde,Blue,162
Ella Marsden,114,F,Married,North America,Black,Green,166
Lucille Pinkman,103,F,Divorced,Europe,Grey,Grey,142
James Hinch,55,M,Divorced,Asia,Blonde,Green,175
Jackie Smith,29,F,Divorced,South America,Black,Grey,161
Leo Lee,37,M,Married,Oceania,Blonde,Grey,168
Beth Brown,100,F,Married,Asia,Grey,Blue,162
Taylor Lee,60,F,Single,North America,Blonde,Brown,180
Elisa Smith,47,F,Single,Africa,Grey,Brown,164
Matthew Anderson,80,M,Married,North America,Red,Brown,178
Daniel Baldwin,85,/,Single,Asia,Blonde,Blue,189
Stan Lee,62,M,Married,Europe,Black,Blue,176
Karen Potts,80,F,Single,Africa,Black,Blue,162
Daniel Smith,74,M,Divorced,Oceania,Bald,Grey,192
Eric Stallard,43,M,Single,North America,Black,Green,195
Allison Clark,95,F,Married,Africa,Blonde,Blue,161
David Stallard,112,M,Divorced,Africa,Red,Green,188
Laura Anderson,78,F,Divorced,South America,Red,Green,185
Jess Brown,84,F,Divorced,Europe,Black,Brown,161
Ryan Brown,39,M,Married,North America,Red,Grey,159
Hollie Arnold,19,F,Single,Europe,Blonde,Green,164
Sylvia Smith,101,F,Single,South America,Grey,Grey,179
Jane Anderson,110,F,Divorced,North America,Red,Green,176
Luke Brown,88,M,Divorced,Asia,Black,Brown,169
Kyle Stallard,105,M,Single,North America,Red,Brown,193
Ben James,19,M,Single,Oceania,Red,Blue,166
Jane Nguyen,86,F,Single,North America,Blonde,Brown,181
Jeff Pinkman,105,M,Single,North America,Blonde,Green,186
Adam Hinch,115,M,Married,Europe,Red,Green,178
Robert Smith,101,M,Single,Oceania,Grey,Blue,171
Elisa Nguyen,48,F,Married,Asia,Grey,Grey,153
Allison James,78,F,Divorced,Oceania,Black,Green,152
Daniel Clark,57,M,Divorced,Oceania,Blonde,Blue,157
Stan Mcgill,107,M,Married,Europe,Black,Green,186
Daniel Mcgill,110,M,Divorced,Oceania,Grey,Blue,189
Eric Beneke,99,M,Married,South America,Red,Green,159
Leo Beneke,116,M,Married,South America,Grey,Green,194
Ronald Beneke,106,M,Married,North America,Blonde,Brown,162
Lisa Beneke,106,F,Married,North America,Red,Blue,162
Rebecca Stallard,45,F,Divorced,Europe,Red,Blue,183
Beth Potts,75,F,Single,Oceania,Black,Green,148
Karen White,103,F,Married,Africa,Black,Green,149
Julie Arnold,112,F,Married,North America,Blonde,Brown,171
Eric Stallard,27,M,Single,Europe,Red,Grey,190
Lucille Brown,65,F,Single,Africa,Blonde,Green,160
Jeff Anderson,100,M,Divorced,Oceania,Blonde,Grey,174
Julie Pinkman,79,F,Married,North America,Bald,Green,167
Jackie White,52,F,Single,Africa,Grey,Brown,185
Alexa Baldwin,21,F,Divorced,South America,Grey,Green,160
Eric Hinch,100,M,Single,Oceania,Grey,Brown,157
Lucille Mcgill,30,F,Divorced,North America,Blonde,Brown,157
Karen Lee,67,F,Divorced,Oceania,Bald,Blue,169
Lisa Shipman,78,F,Single,Africa,Black,Grey,154
Laura Clark,87,F,Single,Africa,Black,Brown,176
Hollie Caine,41,F,Single,South America,Grey,Grey,176
Ella Jacques,93,F,Single,Asia,Black,Green,145
Lucille Arnold,51,F,Single,Africa,Blonde,Brown,154
Elisa Stallard,82,F,Married,Oceania,Red,Green,177
Matthew Hufford,16,M,Single,Europe,Bald,Grey,173
James Hinch,114,M,Married,South America,Bald,Grey,185
Phoebe Clark,18,F,Single,Europe,Grey,Grey,182
Jenny Gosling,44,F,Divorced,Oceania,Blonde,Blue,157
Jane Lee,54,F,Divorced,Europe,Blonde,Brown,169
Daniel Anderson,35,M,Divorced,Europe,Bald,Green,172
Hayley Daniels,57,F,Single,Europe,Black,Green,146
Jade Arnold,71,F,Married,Africa,Bald,Blue,169
Steven Firth,94,M,Married,Europe,Red,Grey,191
Reena Marsden,60,F,Divorced,South America,Blonde,Blue,177
Jenny Arnold,79,F,Single,South America,Bald,Brown,157
Adam White,80,M,Single,Oceania,Red,Green,177
Hayley Firth,32,F,Married,Africa,Bald,Blue,186
Hayley Gosling,89,F,Married,North America,Grey,Brown,185
Ben James,64,M,Single,Europe,Black,Blue,192
Reena Nguyen,35,F,Married,Europe,Blonde,Grey,156
Karen Smith,90,F,Single,Oceania,Bald,Green,149
Eric Smith,49,M,Single,Asia,Blonde,Brown,171
Alex Potts,94,M,Divorced,Europe,Blonde,Brown,189
Adam Hinch,40,M,Divorced,South America,Black,Green,169
Jane Anderson,112,F,Single,North America,Black,Blue,183
Daniel Hinch,26,M,Married,Oceania,Black,Grey,185
Julie Brown,58,F,Divorced,Oceania,Blonde,Blue,172
Jade Baldwin,66,F,Single,North America,Grey,Brown,146
Lucille Nguyen,97,F,Divorced,Africa,Red,Blue,155
Ken Marsden,65,M,Married,Africa,Bald,Green,187
Jenny Daniels,89,F,Single,North America,Grey,Brown,175
Eric Shipman,20,M,Married,Africa,Black,Blue,161
Hollie Firth,32,F,Single,South America,Black,Brown,165
Jackie Pinkman,111,F,Single,Oceania,Blonde,Blue,163
Ronald Baldwin,94,M,Divorced,Oceania,Red,Blue,188
Ryan Lee,107,M,Divorced,Asia,Grey,Brown,182
Anthony Lee,34,M,Single,Africa,Blonde,Green,171
David Pinkman,46,M,Single,Asia,Grey,Green,159
Kenny Gosling,72,M,Married,North America,Red,Brown,183
David Gosling,21,M,Married,North America,Bald,Grey,162
Ben Daniels,90,M,Divorced,North America,Grey,Brown,172
Beth Stallard,87,F,Married,Oceania,Black,Green,146
Lisa Firth,63,F,Married,North America,Bald,Brown,155
Matthew Clark,79,M,Married,Europe,Blonde,Green,164
Ryan Potts,102,M,Single,South America,Bald,Grey,178
Steven Anderson,78,M,Single,North America,Blonde,Grey,166
Adam Caine,29,M,Single,Oceania,Bald,Green,190
David Brown,82,M,Divorced,Oceania,Black,Grey,182
Lewis Walker,61,M,Married,North America,Grey,Brown,189
Ethan Marsden,88,M,Married,North America,Blonde,Grey,159
Steven Mcgill,18,M,Single,Oceania,Red,Brown,195
Aubrey Hinch,31,M,Divorced,Oceania,Black,Blue,171
Beth Hinch,72,F,Divorced,Asia,Black,Grey,159
Matthew Walker,52,M,Single,Oceania,Bald,Grey,193
Stan Daniels,83,M,Divorced,Asia,Grey,Grey,178
Ella Brown,98,F,Divorced,South America,Blonde,Green,145
Jane Hinch,116,F,Divorced,South America,Grey,Grey,178
Sylvia Stallard,96,F,Divorced,Oceania,Grey,Blue,176
Kenny Jacques,83,M,Married,South America,Grey,Brown,178
Ella James,50,F,Divorced,Oceania,Bald,Green,181
Sylvia Gosling,111,F,Married,Oceania,Red,Grey,158
Anthony Pinkman,77,M,Married,Europe,Bald,Green,196
Aubrey White,22,M,Single,South America,Black,Blue,170
Taylor Daniels,109,F,Divorced,Oceania,Bald,Brown,187
Kenny White,80,M,Divorced,Oceania,Black,Grey,175
Ethan Firth,88,M,Married,Oceania,Bald,Grey,160
Jenny Arnold,58,F,Married,Africa,Red,Blue,170
Phoebe Hinch,82,F,Married,Asia,Bald,Brown,164
Anthony White,71,M,Divorced,Europe,Grey,Green,190
Fiona Firth,26,F,Single,Europe,Black,Grey,143
Aubrey Stallard,72,M,Married,Asia,Grey,Grey,159
Lewis Anderson,94,M,Married,South America,Red,Blue,182
Kyle Mcgill,22,/,Married,South America,Bald,Brown,147
Allison Shipman,36,F,Married,South America,Black,Grey,150
Matthew White,104,M,Divorced,Europe,Bald,Green,195
Kyra Walker,49,F,Divorced,Asia,Bald,Brown,146
Ryan Jacques,34,M,Divorced,North America,Grey,Brown,189
Reena Shipman,77,F,Single,Europe,Bald,Blue,146
Steven Nguyen,29,M,Married,North America,Bald,Blue,184
David Arnold,75,M,Divorced,Oceania,Red,Blue,179
Laura Lee,88,F,Married,Oceania,Red,Grey,156
Laura Anderson,44,F,Single,Europe,Blonde,Green,179
Hayley James,16,F,Single,Asia,Black,Green,142
Sylvia James,71,F,Married,Africa,Red,Brown,180
Lewis Hufford,44,M,Divorced,North America,Grey,Grey,179
Alex Anderson,49,M,Married,North America,Black,Green,174
Jenny Caine,25,F,Divorced,Europe,Blonde,Grey,143
